scenario	phase	family_archetype	normalized_kernel_family	exact_implementation_sha256	implementation_family_key	recurrence_signature	grid	block	launch_count	accumulated_gpu_duration_ns	scenario_gpu_time_share	s2_balanced_relation	scenario_specific_high_mass_gap	meta_suite_relation	remaining_high_mass_exact_gap
T256	PREFILL	GEMM	CUBLAS_GEMM	46bc72c1379c133de6d753bb09de199ca8c8157fa9e9fc4808e2e622d808d10d	EXACT_SHA256_46bc72c1379c133de6d753bb09de199ca8c8157fa9e9fc4808e2e622d808d10d	ONE_OBSERVED_PASS	14,4,1	128,1,1	24	216707	0.0019140521877779818	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	GEMM	CUBLAS_GEMM	7e380c25ee4d60dcd22dff62f531ef37c9a7e1b9c2375747bd4e02435b2764fc	EXACT_SHA256_7e380c25ee4d60dcd22dff62f531ef37c9a7e1b9c2375747bd4e02435b2764fc	ONE_OBSERVED_PASS	14,4,1	128,1,1	24	218080	0.0019261791317798792	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	GEMM	CUBLAS_GEMM	8530e1eefcc894c7e7a5fc850f51ffdce69371602db40ea0cca0c9242443f1f5	EXACT_SHA256_8530e1eefcc894c7e7a5fc850f51ffdce69371602db40ea0cca0c9242443f1f5	ONE_OBSERVED_PASS	38,2,1	128,1,1	48	1399393	0.012360058665438557	LEVEL2_IMPLEMENTATION_RECURRENCE	YES	LEVEL3_EXACT	NO
T256	PREFILL	GEMM	CUBLAS_GEMM	90f8352b488cd3123433f3ba1c70b52fdf0186831d779bb6eea1135c76e59d93	CUTLASS_F16_GEMM_256X128_32X3_TN_ALIGN8	ONE_OBSERVED_PASS	16,75,1	256,1,1	1	796033	0.007030915961152478	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL2_IMPLEMENTATION_RECURRENCE	NO
T256	PREFILL	GEMM	CUBLAS_GEMM	b222ed3c50b83fc08d44b95f8e2b6efab304392da9252c918dd6edf51446b02a	EXACT_SHA256_b222ed3c50b83fc08d44b95f8e2b6efab304392da9252c918dd6edf51446b02a	ONE_OBSERVED_PASS	128,1,1	32,1,1	48	262176	0.002315654530692964	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	GEMM	CUBLAS_GEMM	54a54b33a055bbbcc9b2a29f1dbde524723fa8467d085949b015accba2a3a85f	EXACT_SHA256_54a54b33a055bbbcc9b2a29f1dbde524723fa8467d085949b015accba2a3a85f	ONE_OBSERVED_PASS	8,1,1	256,1,1	1	1248	1.1022888648483535e-05	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T256	PREFILL	OTHER	OTHER_EXACT_IMPLEMENTATION	692a5a59982e66f045d1764f4845ba826e7ade50a095c3f76e8f34913b91d0a8	EXACT_SHA256_692a5a59982e66f045d1764f4845ba826e7ade50a095c3f76e8f34913b91d0a8	ONE_OBSERVED_PASS	608,1,1	128,1,1	1	3968	3.504713313876816e-05	UNCOVERED_ARCHETYPE	NO	UNCOVERED_ARCHETYPE	NO
T256	PREFILL	FLASH	PYTORCH_FLASH_FWD	28f5ddff59b2ab385e957e346a004210bdff57579ab7607d302907c74f415ba4	FLASH_FWD	ONE_OBSERVED_PASS	2,1,14	128,1,1	24	262016	0.0023142413398405943	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	AUXILIARY	REDUCE	AT_NATIVE_REDUCE	7e92bc5c05f71ba4e365f817703efeb2ee9218a1ab865776f0b91b6f46fa4a37	EXACT_SHA256_7e92bc5c05f71ba4e365f817703efeb2ee9218a1ab865776f0b91b6f46fa4a37	AUXILIARY	1,19,1	512,1,1	33	182272	0.0005735526217617033	UNCOVERED_ARCHETYPE	NO	UNCOVERED_ARCHETYPE	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	9b1cdd2742b2670c8e01f898eb0822cd8797c01086aac0c04669129e160274ce	EXACT_SHA256_9b1cdd2742b2670c8e01f898eb0822cd8797c01086aac0c04669129e160274ce	STABLE_1	1,1,1	64,1,1	32	25792	8.115930708215113e-05	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	91297a911e5ce0bc544f9f1e69b7e03db76a50894146196e6db519747eea57d6	EXACT_SHA256_91297a911e5ce0bc544f9f1e69b7e03db76a50894146196e6db519747eea57d6	STABLE_49	4,1,1	128,1,1	1568	1973446	0.006209813505119527	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	EXACT_SHA256_3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	STABLE_48	1,1,1	128,1,1	1536	1785634	0.005618828246833509	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	EXACT_SHA256_3152a5cb6f7e1e6677da5888d1fefa8b3ca559fddf1fb0c4617d0cb56def4477	STABLE_48	2,1,1	128,1,1	1536	2555780	0.008042235338648427	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14338,1,1	128,1,1	48	1067682	0.0033596592472117433	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14340,1,1	128,1,1	48	1072420	0.0033745682421309135	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14342,1,1	128,1,1	48	1072096	0.0033735487160959175	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14343,1,1	128,1,1	48	1073152	0.003376871615765534	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14345,1,1	128,1,1	48	1073024	0.0033764688400480048	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14347,1,1	128,1,1	48	950560	0.0029911131723018604	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14349,1,1	128,1,1	48	950945	0.0029923246461397413	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14350,1,1	128,1,1	48	952389	0.0029968684597031186	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14352,1,1	128,1,1	48	951364	0.002993643107277591	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14354,1,1	128,1,1	48	951552	0.0029942346841127124	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14356,1,1	128,1,1	48	951265	0.0029933315854335646	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14357,1,1	128,1,1	48	951392	0.0029937312144658005	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14359,1,1	128,1,1	48	951616	0.002994436071971477	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14361,1,1	128,1,1	48	951904	0.0029953423173359178	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14363,1,1	128,1,1	48	952640	0.002997658277711711	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14364,1,1	128,1,1	48	952352	0.0029967520323472704	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14366,1,1	128,1,1	48	952448	0.002997054114135417	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14368,1,1	128,1,1	48	951875	0.002995251063462415	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14370,1,1	128,1,1	48	952610	0.0029975638771529154	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14371,1,1	128,1,1	48	952768	0.0029980610534292404	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14373,1,1	128,1,1	48	953312	0.00299977285022874	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14375,1,1	128,1,1	48	952512	0.002997255501994182	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14377,1,1	128,1,1	48	953824	0.003001383953098857	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14378,1,1	128,1,1	48	954148	0.003002403479133853	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14380,1,1	128,1,1	48	953664	0.0030008804834519456	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14382,1,1	128,1,1	48	952768	0.0029980610534292404	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14384,1,1	128,1,1	48	953920	0.0030016860348870042	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14385,1,1	128,1,1	48	952544	0.0029973561959235643	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14387,1,1	128,1,1	48	953248	0.002999571462369975	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14389,1,1	128,1,1	48	952903	0.0029984858559438223	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14391,1,1	128,1,1	48	953504	0.0030003770138050338	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	EXACT_SHA256_d3960332886ccbc5c01efcc8f3296deaf00c899258cf4ffd8eafb014d49e1f40	ONE_STEP_SHAPE_48	14392,1,1	128,1,1	48	954816	0.003004505464909709	LEVEL2_IMPLEMENTATION_RECURRENCE	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_ELEMENTWISE	bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	EXACT_SHA256_bdd4f2099fa3c9f8e3b033bd895b8cab81b6e96352879bf37854ae6723f62c16	STABLE_48	1,1,1	128,1,1	1536	2177090	0.006850617084967448	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T8192	DECODE	REDUCE	AT_NATIVE_REDUCE	d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	EXACT_SHA256_d1934c1198203f32a8446aa6060a5371f039492e919c517e67a0ff56e061d5c8	STABLE_49	1,1,1	128,1,1	1568	3132422	0.009856746239488446	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_UNROLLED_ELEMENTWISE	26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	STABLE_2	1,1,1	128,1,1	64	71360	0.00022454746252257695	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_UNROLLED_ELEMENTWISE	26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	EXACT_SHA256_26d2f4f0b5d9d5b83d006b5e996d302bc2540a6b46e756e9c77b55f1b382e8bb	STABLE_49	2,1,1	128,1,1	1568	3088548	0.009718688568934698	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_UNROLLED_ELEMENTWISE	3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	STABLE_1	1,1,1	128,1,1	32	40768	0.0001282840660330776	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_UNROLLED_ELEMENTWISE	3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	EXACT_SHA256_3702ca85440b806203a31d138d80432ce866ff4ba454c09654edbe7c32daf526	STABLE_49	2,1,1	128,1,1	1568	2871426	0.00903547396470506	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	EXACT_SHA256_0c13d038c2620873928ae5a36dd84e84b24a70287e3637f75bc0f3ed71c8a4d1	STABLE_24	10,1,1	128,1,1	768	800769	0.0025197680355485063	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	a43e69a63440bd40b51a333c784e6c93da8a5d97e93b96abb6fdaa150d7c6302	EXACT_SHA256_a43e69a63440bd40b51a333c784e6c93da8a5d97e93b96abb6fdaa150d7c6302	STABLE_2	1,1,1	128,1,1	64	56256	0.0001770199278541212	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	EXACT_SHA256_e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	STABLE_24	10,1,1	128,1,1	768	697025	0.00219331831649102	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	EXACT_SHA256_e88663be9a32f280a8174eef80811f6610d41523e6f08d34561f29442abd05c4	STABLE_49	2,1,1	128,1,1	1568	1642116	0.005167222266924383	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	5711aa9db8c527013d97f362d04044929dca517a8e05fc11bfa622179d9a60ed	EXACT_SHA256_5711aa9db8c527013d97f362d04044929dca517a8e05fc11bfa622179d9a60ed	STABLE_49	1,1,1	128,1,1	1568	1387169	0.0043649842914795485	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	EXACT_SHA256_2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	STABLE_24	1,1,1	128,1,1	768	681120	0.002143270286902713	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	EXACT_SHA256_2cd3f805e75b60f437e0ecf47f1945becd532a081eeb10bb36e7cc262e6f7e26	STABLE_72	2,1,1	128,1,1	2304	2088195	0.006570892495828652	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	a68982cf6d846a655cd482da3ca16cf4540e49dfc55e4ebbd4b26df2d827866e	EXACT_SHA256_a68982cf6d846a655cd482da3ca16cf4540e49dfc55e4ebbd4b26df2d827866e	STABLE_1	1,1,1	128,1,1	32	36128	0.00011368344627264098	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	EXACT_SHA256_3d29b9d568dac897004721d1cb9b00837e19e4db53054e85678fd4b8a9ca1e47	STABLE_49	1,1,1	128,1,1	1568	1414432	0.004450772372627993	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL3_EXACT	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	07f1489f01f6aeca4c868a66daa2d779d06d084290e03498907d6ca894520361	EXACT_SHA256_07f1489f01f6aeca4c868a66daa2d779d06d084290e03498907d6ca894520361	STABLE_1	1,1,1	128,1,1	32	35456	0.00011156887375561223	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T8192	DECODE	ELEMENTWISE	AT_NATIVE_VECTORIZED_ELEMENTWISE	6d15560c6de4c556736b71012a902ff283d9e88f8b16006697b7b9723dae7877	EXACT_SHA256_6d15560c6de4c556736b71012a902ff283d9e88f8b16006697b7b9723dae7877	STABLE_49	2,1,1	128,1,1	1568	1399234	0.004402949049541976	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
T8192	DECODE	COPY	COPY_KERNEL	e593dab8aec90bd69f8465eb6a67ce3b4db21258884d7c33fec094f870a90650	EXACT_SHA256_e593dab8aec90bd69f8465eb6a67ce3b4db21258884d7c33fec094f870a90650	VARIABLE_48_96	152,2,1	512,1,1	1584	3173763	0.009986833356194526	LEVEL3_EXACT	NO	LEVEL3_EXACT	NO
T8192	DECODE	COPY	COPY_KERNEL	5fe75b7df488d1ed3fba483dcdad114fa364a783823058ebc540d8d8788bf0e1	EXACT_SHA256_5fe75b7df488d1ed3fba483dcdad114fa364a783823058ebc540d8d8788bf0e1	STABLE_1	1,2,1	128,1,1	32	46784	0.00014721452475695404	LEVEL1_ARCHETYPE_ONLY	NO	LEVEL1_ARCHETYPE_ONLY	NO
