page_size	q05_page	nearest_predecessor_member	distance_kernels	observed_in_predecessor
4K	0x7dcbda830	26	8	YES
4K	0x7dcbda831	26	8	YES
4K	0x7dcbda832	26	8	YES
4K	0x7dcbda833	26	8	YES
4K	0x7dcbda834	26	8	YES
4K	0x7dcbda835	26	8	YES
4K	0x7dcbda836	26	8	YES
4K	0x7dcbda837	26	8	YES
4K	0x7dcbda838	26	8	YES
4K	0x7dcbda839	26	8	YES
4K	0x7dcbda83a	26	8	YES
4K	0x7dcbda83b	26	8	YES
4K	0x7dcbda83c	26	8	YES
4K	0x7dcbda83d	26	8	YES
4K	0x7dcbda83e	26	8	YES
4K	0x7dcbda83f	26	8	YES
4K	0x7dcbda840	26	8	YES
4K	0x7dcbda841	26	8	YES
4K	0x7dcbda842	26	8	YES
4K	0x7dcbda843	26	8	YES
4K	0x7dcbda844	26	8	YES
4K	0x7dcbda845	26	8	YES
4K	0x7dcbda846	26	8	YES
4K	0x7dcbda847	26	8	YES
4K	0x7dcbda848	26	8	YES
4K	0x7dcbda849	26	8	YES
4K	0x7dcbda84a	26	8	YES
4K	0x7dcbda84b	26	8	YES
4K	0x7dcbda84c	26	8	YES
4K	0x7dcbda84d	26	8	YES
4K	0x7dcbda84e	26	8	YES
4K	0x7dcbda84f	26	8	YES
4K	0x7dcbda850	26	8	YES
4K	0x7dcbda851	26	8	YES
4K	0x7dcbda852	26	8	YES
4K	0x7dcbda853	26	8	YES
4K	0x7dcbda854	26	8	YES
4K	0x7dcbda855	26	8	YES
4K	0x7dcbda856	26	8	YES
4K	0x7dcbda857	26	8	YES
4K	0x7dcbda858	26	8	YES
4K	0x7dcbda859	26	8	YES
4K	0x7dcbda85a	26	8	YES
4K	0x7dcbda85b	26	8	YES
4K	0x7dcbda85c	26	8	YES
4K	0x7dcbda85d	26	8	YES
4K	0x7dcbda85e	26	8	YES
4K	0x7dcbda85f	26	8	YES
4K	0x7dcbda860	26	8	YES
4K	0x7dcbda861	26	8	YES
4K	0x7dcbda862	26	8	YES
4K	0x7dcbda863	26	8	YES
4K	0x7dcbda864	26	8	YES
4K	0x7dcbda865	26	8	YES
4K	0x7dcbda866	26	8	YES
4K	0x7dcbda867	26	8	YES
4K	0x7dcbda868	26	8	YES
4K	0x7dcbda869	26	8	YES
4K	0x7dcbda86a	26	8	YES
4K	0x7dcbda86b	26	8	YES
4K	0x7dcbda86c	26	8	YES
4K	0x7dcbda86d	26	8	YES
4K	0x7dcbda86e	26	8	YES
4K	0x7dcbda86f	26	8	YES
4K	0x7dcbda870	26	8	YES
4K	0x7dcbda871	26	8	YES
4K	0x7dcbda872	26	8	YES
4K	0x7dcbda873	26	8	YES
4K	0x7dcbda874	26	8	YES
4K	0x7dcbda875	26	8	YES
4K	0x7dcbda876	26	8	YES
4K	0x7dcbda877	26	8	YES
4K	0x7dcbda878	26	8	YES
4K	0x7dcbda879	26	8	YES
4K	0x7dcbda87a	26	8	YES
4K	0x7dcbda87b	26	8	YES
4K	0x7dcbda87c	26	8	YES
4K	0x7dcbda87d	26	8	YES
4K	0x7dcbda87e	26	8	YES
4K	0x7dcbda87f	26	8	YES
4K	0x7dcbda880	26	8	YES
4K	0x7dcbda881	26	8	YES
4K	0x7dcbda882	26	8	YES
4K	0x7dcbda883	26	8	YES
4K	0x7dcbda884	26	8	YES
4K	0x7dcbda885	26	8	YES
4K	0x7dcbda886	26	8	YES
4K	0x7dcbda887	26	8	YES
4K	0x7dcbda888	26	8	YES
4K	0x7dcbda889	26	8	YES
4K	0x7dcbda88a	26	8	YES
4K	0x7dcbda88b	26	8	YES
4K	0x7dcbda88c	26	8	YES
4K	0x7dcbda88d	26	8	YES
4K	0x7dcbda88e	26	8	YES
4K	0x7dcbda88f	26	8	YES
4K	0x7dcbda890	26	8	YES
4K	0x7dcbda891	26	8	YES
4K	0x7dcbda892	26	8	YES
4K	0x7dcbda893	26	8	YES
4K	0x7dcbda894	26	8	YES
4K	0x7dcbda895	26	8	YES
4K	0x7dcbda896	26	8	YES
4K	0x7dcbda897	26	8	YES
4K	0x7dcbda898	26	8	YES
4K	0x7dcbda899	26	8	YES
4K	0x7dcbda89a	26	8	YES
4K	0x7dcbda89b	26	8	YES
4K	0x7dcbda89c	26	8	YES
4K	0x7dcbda89d	26	8	YES
4K	0x7dcbda89e	26	8	YES
4K	0x7dcbda89f	26	8	YES
4K	0x7dcbda8a0	26	8	YES
4K	0x7dcbda8a1	26	8	YES
4K	0x7dcbda8a2	26	8	YES
4K	0x7dcbda8a3	26	8	YES
4K	0x7dcbda8a4	26	8	YES
4K	0x7dcbda8a5	26	8	YES
4K	0x7dcbda8a6	26	8	YES
4K	0x7dcbda8a7	26	8	YES
4K	0x7dcbda8a8	26	8	YES
4K	0x7dcbda8a9	26	8	YES
4K	0x7dcbda8aa	26	8	YES
4K	0x7dcbda8ab	26	8	YES
4K	0x7dcbda8ac	26	8	YES
4K	0x7dcbda8ad	26	8	YES
4K	0x7dcbda8ae	26	8	YES
4K	0x7dcbda8af	26	8	YES
4K	0x7dcbda8b0	26	8	YES
4K	0x7dcbda8b1	26	8	YES
4K	0x7dcbda8b2	26	8	YES
4K	0x7dcbda8b3	26	8	YES
4K	0x7dcbda8b4	26	8	YES
4K	0x7dcbda8b5	26	8	YES
4K	0x7dcbda8b6	26	8	YES
4K	0x7dcbda8b7	26	8	YES
4K	0x7dcbda8b8	26	8	YES
4K	0x7dcbda8b9	26	8	YES
4K	0x7dcbda8ba	26	8	YES
4K	0x7dcbda8bb	26	8	YES
4K	0x7dcbda8bc	26	8	YES
4K	0x7dcbda8bd	26	8	YES
4K	0x7dcbda8be	26	8	YES
4K	0x7dcbda8bf	26	8	YES
4K	0x7dcbda8c0	26	8	YES
4K	0x7dcbda8c1	26	8	YES
4K	0x7dcbda8c2	26	8	YES
4K	0x7dcbda8c3	26	8	YES
4K	0x7dcbda8c4	26	8	YES
4K	0x7dcbda8c5	26	8	YES
4K	0x7dcbda8c6	26	8	YES
4K	0x7dcbda8c7	26	8	YES
4K	0x7dcbda8c8	26	8	YES
4K	0x7dcbda8c9	26	8	YES
4K	0x7dcbda8ca	26	8	YES
4K	0x7dcbda8cb	26	8	YES
4K	0x7dcbda8cc	26	8	YES
4K	0x7dcbda8cd	26	8	YES
4K	0x7dcbda8ce	26	8	YES
4K	0x7dcbda8cf	26	8	YES
4K	0x7dcbda8d0	26	8	YES
4K	0x7dcbda8d1	26	8	YES
4K	0x7dcbda8d2	26	8	YES
4K	0x7dcbda8d3	26	8	YES
4K	0x7dcbda8d4	26	8	YES
4K	0x7dcbda8d5	26	8	YES
4K	0x7dcbda8d6	26	8	YES
4K	0x7dcbda8d7	26	8	YES
4K	0x7dcbda8d8	26	8	YES
4K	0x7dcbda8d9	26	8	YES
4K	0x7dcbda8da	26	8	YES
4K	0x7dcbda8db	26	8	YES
4K	0x7dcbda8dc	26	8	YES
4K	0x7dcbda8dd	26	8	YES
4K	0x7dcbda8de	26	8	YES
4K	0x7dcbda8df	26	8	YES
4K	0x7dcbda8e0	26	8	YES
4K	0x7dcbda8e1	26	8	YES
4K	0x7dcbda8e2	26	8	YES
4K	0x7dcbda8e3	26	8	YES
4K	0x7dcbda8e4	26	8	YES
4K	0x7dcbda8e5	26	8	YES
4K	0x7dcbda8e6	26	8	YES
4K	0x7dcbda8e7	26	8	YES
4K	0x7dcbda8e8	26	8	YES
4K	0x7dcbda8e9	26	8	YES
4K	0x7dcbda8ea	26	8	YES
4K	0x7dcbda8eb	26	8	YES
4K	0x7dcbda8ec	26	8	YES
4K	0x7dcbda8ed	26	8	YES
4K	0x7dcbda8ee	26	8	YES
4K	0x7dcbda8ef	26	8	YES
4K	0x7dcbda8f0	26	8	YES
4K	0x7dcbda8f1	26	8	YES
4K	0x7dcbda8f2	26	8	YES
4K	0x7dcbda8f3	26	8	YES
4K	0x7dcbda8f4	26	8	YES
4K	0x7dcbda8f5	26	8	YES
4K	0x7dcbda8f6	26	8	YES
4K	0x7dcbda8f7	26	8	YES
4K	0x7dcbda8f8	26	8	YES
4K	0x7dcbda8f9	26	8	YES
4K	0x7dcbda8fa	26	8	YES
4K	0x7dcbda8fb	26	8	YES
4K	0x7dcbda8fc	26	8	YES
4K	0x7dcbda8fd	26	8	YES
4K	0x7dcbda8fe	26	8	YES
4K	0x7dcbda8ff	26	8	YES
4K	0x7dcbda900	26	8	YES
4K	0x7dcbda901	26	8	YES
4K	0x7dcbda902	26	8	YES
4K	0x7dcbda903	26	8	YES
4K	0x7dcbda904	26	8	YES
4K	0x7dcbda905	26	8	YES
4K	0x7dcbda906	26	8	YES
4K	0x7dcbda907	26	8	YES
4K	0x7dcbda908	26	8	YES
4K	0x7dcbda909	26	8	YES
4K	0x7dcbda90a	26	8	YES
4K	0x7dcbda90b	26	8	YES
4K	0x7dcbda90c	26	8	YES
4K	0x7dcbda90d	26	8	YES
4K	0x7dcbda90e	26	8	YES
4K	0x7dcbda90f	26	8	YES
4K	0x7dcbda910	26	8	YES
4K	0x7dcbda911	26	8	YES
4K	0x7dcbda912	26	8	YES
4K	0x7dcbda913	26	8	YES
4K	0x7dcbda914	26	8	YES
4K	0x7dcbda915	26	8	YES
4K	0x7dcbda916	26	8	YES
4K	0x7dcbda917	26	8	YES
4K	0x7dcbda918	26	8	YES
4K	0x7dcbda919	26	8	YES
4K	0x7dcbda91a	26	8	YES
4K	0x7dcbda91b	26	8	YES
4K	0x7dcbda91c	26	8	YES
4K	0x7dcbda91d	26	8	YES
4K	0x7dcbda91e	26	8	YES
4K	0x7dcbda91f	26	8	YES
4K	0x7dcbda920	26	8	YES
4K	0x7dcbda921	26	8	YES
4K	0x7dcbda922	26	8	YES
4K	0x7dcbda923	26	8	YES
4K	0x7dcbda924	26	8	YES
4K	0x7dcbda925	26	8	YES
4K	0x7dcbda926	26	8	YES
4K	0x7dcbda927	26	8	YES
4K	0x7dcbda928	26	8	YES
4K	0x7dcbda929	26	8	YES
4K	0x7dcbda92a	26	8	YES
4K	0x7dcbda92b	26	8	YES
4K	0x7dcbda92c	26	8	YES
4K	0x7dcbda92d	26	8	YES
4K	0x7dcbda92e	26	8	YES
4K	0x7dcbda92f	26	8	YES
4K	0x7dcbda930	26	8	YES
4K	0x7dcbda931	26	8	YES
4K	0x7dcbda932	26	8	YES
4K	0x7dcbda933	26	8	YES
4K	0x7dcbda934	26	8	YES
4K	0x7dcbda935	26	8	YES
4K	0x7dcbda936	26	8	YES
4K	0x7dcbda937	26	8	YES
4K	0x7dcbda938	26	8	YES
4K	0x7dcbda939	26	8	YES
4K	0x7dcbda93a	26	8	YES
4K	0x7dcbda93b	26	8	YES
4K	0x7dcbda93c	26	8	YES
4K	0x7dcbda93d	26	8	YES
4K	0x7dcbda93e	26	8	YES
4K	0x7dcbda93f	26	8	YES
4K	0x7dcbda940	26	8	YES
4K	0x7dcbda941	26	8	YES
4K	0x7dcbda942	26	8	YES
4K	0x7dcbda943	26	8	YES
4K	0x7dcbda944	26	8	YES
4K	0x7dcbda945	26	8	YES
4K	0x7dcbda946	26	8	YES
4K	0x7dcbda947	26	8	YES
4K	0x7dcbda948	26	8	YES
4K	0x7dcbda949	26	8	YES
4K	0x7dcbda94a	26	8	YES
4K	0x7dcbda94b	26	8	YES
4K	0x7dcbda94c	26	8	YES
4K	0x7dcbda94d	26	8	YES
4K	0x7dcbda94e	26	8	YES
4K	0x7dcbda94f	26	8	YES
4K	0x7dcbda950	26	8	YES
4K	0x7dcbda951	26	8	YES
4K	0x7dcbda952	26	8	YES
4K	0x7dcbda953	26	8	YES
4K	0x7dcbda954	26	8	YES
4K	0x7dcbda955	26	8	YES
4K	0x7dcbda956	26	8	YES
4K	0x7dcbda957	26	8	YES
4K	0x7dcbda958	26	8	YES
4K	0x7dcbda959	26	8	YES
4K	0x7dcbda95a	26	8	YES
4K	0x7dcbda95b	26	8	YES
4K	0x7dcbda95c	26	8	YES
4K	0x7dcbda95d	26	8	YES
4K	0x7dcbda95e	26	8	YES
4K	0x7dcbda95f	26	8	YES
4K	0x7dcbda960	26	8	YES
4K	0x7dcbda961	26	8	YES
4K	0x7dcbda962	26	8	YES
4K	0x7dcbda963	26	8	YES
4K	0x7dcbda964	26	8	YES
4K	0x7dcbda965	26	8	YES
4K	0x7dcbda966	26	8	YES
4K	0x7dcbda967	26	8	YES
4K	0x7dcbda968	26	8	YES
4K	0x7dcbda969	26	8	YES
4K	0x7dcbda96a	26	8	YES
4K	0x7dcbda96b	26	8	YES
4K	0x7dcbda96c	26	8	YES
4K	0x7dcbda96d	26	8	YES
4K	0x7dcbda96e	26	8	YES
4K	0x7dcbda96f	26	8	YES
4K	0x7dcbda970	26	8	YES
4K	0x7dcbda971	26	8	YES
4K	0x7dcbda972	26	8	YES
4K	0x7dcbda973	26	8	YES
4K	0x7dcbda974	26	8	YES
4K	0x7dcbda975	26	8	YES
4K	0x7dcbda976	26	8	YES
4K	0x7dcbda977	26	8	YES
4K	0x7dcbda978	26	8	YES
4K	0x7dcbda979	26	8	YES
4K	0x7dcbda97a	26	8	YES
4K	0x7dcbda97b	26	8	YES
4K	0x7dcbda97c	26	8	YES
4K	0x7dcbda97d	26	8	YES
4K	0x7dcbda97e	26	8	YES
4K	0x7dcbda97f	26	8	YES
4K	0x7dcbda980	26	8	YES
4K	0x7dcbda981	26	8	YES
4K	0x7dcbda982	26	8	YES
4K	0x7dcbda983	26	8	YES
4K	0x7dcbda984	26	8	YES
4K	0x7dcbda985	26	8	YES
4K	0x7dcbda986	26	8	YES
4K	0x7dcbda987	26	8	YES
4K	0x7dcbda988	26	8	YES
4K	0x7dcbda989	26	8	YES
4K	0x7dcbda98a	26	8	YES
4K	0x7dcbda98b	26	8	YES
4K	0x7dcbda98c	26	8	YES
4K	0x7dcbda98d	26	8	YES
4K	0x7dcbda98e	26	8	YES
4K	0x7dcbda98f	26	8	YES
4K	0x7dcbda990	26	8	YES
4K	0x7dcbda991	26	8	YES
4K	0x7dcbda992	26	8	YES
4K	0x7dcbda993	26	8	YES
4K	0x7dcbda994	26	8	YES
4K	0x7dcbda995	26	8	YES
4K	0x7dcbda996	26	8	YES
4K	0x7dcbda997	26	8	YES
4K	0x7dcbda998	26	8	YES
4K	0x7dcbda999	26	8	YES
4K	0x7dcbda99a	26	8	YES
4K	0x7dcbda99b	26	8	YES
4K	0x7dcbda99c	26	8	YES
4K	0x7dcbda99d	26	8	YES
4K	0x7dcbda99e	26	8	YES
4K	0x7dcbda99f	26	8	YES
4K	0x7dcbda9a0	26	8	YES
4K	0x7dcbda9a1	26	8	YES
4K	0x7dcbda9a2	26	8	YES
4K	0x7dcbda9a3	26	8	YES
4K	0x7dcbda9a4	26	8	YES
4K	0x7dcbda9a5	26	8	YES
4K	0x7dcbda9a6	26	8	YES
4K	0x7dcbda9a7	26	8	YES
4K	0x7dcbda9a8	26	8	YES
4K	0x7dcbda9a9	26	8	YES
4K	0x7dcbda9aa	26	8	YES
4K	0x7dcbda9ab	26	8	YES
4K	0x7dcbda9ac	26	8	YES
4K	0x7dcbda9ad	26	8	YES
4K	0x7dcbda9ae	26	8	YES
4K	0x7dcbda9af	26	8	YES
4K	0x7dcbda9b0	26	8	YES
4K	0x7dcbda9b1	26	8	YES
4K	0x7dcbda9b2	26	8	YES
4K	0x7dcbda9b3	26	8	YES
4K	0x7dcbda9b4	26	8	YES
4K	0x7dcbda9b5	26	8	YES
4K	0x7dcbda9b6	26	8	YES
4K	0x7dcbda9b7	26	8	YES
4K	0x7dcbda9b8	26	8	YES
4K	0x7dcbda9b9	26	8	YES
4K	0x7dcbda9ba	26	8	YES
4K	0x7dcbda9bb	26	8	YES
4K	0x7dcbda9bc	26	8	YES
4K	0x7dcbda9bd	26	8	YES
4K	0x7dcbda9be	26	8	YES
4K	0x7dcbda9bf	26	8	YES
4K	0x7dcbda9c0	26	8	YES
4K	0x7dcbda9c1	26	8	YES
4K	0x7dcbda9c2	26	8	YES
4K	0x7dcbda9c3	26	8	YES
4K	0x7dcbda9c4	26	8	YES
4K	0x7dcbda9c5	26	8	YES
4K	0x7dcbda9c6	26	8	YES
4K	0x7dcbda9c7	26	8	YES
4K	0x7dcbda9c8	26	8	YES
4K	0x7dcbda9c9	26	8	YES
4K	0x7dcbda9ca	26	8	YES
4K	0x7dcbda9cb	26	8	YES
4K	0x7dcbda9cc	26	8	YES
4K	0x7dcbda9cd	26	8	YES
4K	0x7dcbda9ce	26	8	YES
4K	0x7dcbda9cf	26	8	YES
4K	0x7dcbda9d0	26	8	YES
4K	0x7dcbda9d1	26	8	YES
4K	0x7dcbda9d2	26	8	YES
4K	0x7dcbda9d3	26	8	YES
4K	0x7dcbda9d4	26	8	YES
4K	0x7dcbda9d5	26	8	YES
4K	0x7dcbda9d6	26	8	YES
4K	0x7dcbda9d7	26	8	YES
4K	0x7dcbda9d8	26	8	YES
4K	0x7dcbda9d9	26	8	YES
4K	0x7dcbda9da	26	8	YES
4K	0x7dcbda9db	26	8	YES
4K	0x7dcbda9dc	26	8	YES
4K	0x7dcbda9dd	26	8	YES
4K	0x7dcbda9de	26	8	YES
4K	0x7dcbda9df	26	8	YES
4K	0x7dcbda9e0	26	8	YES
4K	0x7dcbda9e1	26	8	YES
4K	0x7dcbda9e2	26	8	YES
4K	0x7dcbda9e3	26	8	YES
4K	0x7dcbda9e4	26	8	YES
4K	0x7dcbda9e5	26	8	YES
4K	0x7dcbda9e6	26	8	YES
4K	0x7dcbda9e7	26	8	YES
4K	0x7dcbda9e8	26	8	YES
4K	0x7dcbda9e9	26	8	YES
4K	0x7dcbda9ea	26	8	YES
4K	0x7dcbda9eb	26	8	YES
4K	0x7dcbda9ec	26	8	YES
4K	0x7dcbda9ed	26	8	YES
4K	0x7dcbda9ee	26	8	YES
4K	0x7dcbda9ef	26	8	YES
4K	0x7dcbda9f0	26	8	YES
4K	0x7dcbda9f1	26	8	YES
4K	0x7dcbda9f2	26	8	YES
4K	0x7dcbda9f3	26	8	YES
4K	0x7dcbda9f4	26	8	YES
4K	0x7dcbda9f5	26	8	YES
4K	0x7dcbda9f6	26	8	YES
4K	0x7dcbda9f7	26	8	YES
4K	0x7dcbda9f8	26	8	YES
4K	0x7dcbda9f9	26	8	YES
4K	0x7dcbda9fa	26	8	YES
4K	0x7dcbda9fb	26	8	YES
4K	0x7dcbda9fc	26	8	YES
4K	0x7dcbda9fd	26	8	YES
4K	0x7dcbda9fe	26	8	YES
4K	0x7dcbda9ff	26	8	YES
4K	0x7dcbdaa00	26	8	YES
4K	0x7dcbdaa01	26	8	YES
4K	0x7dcbdaa02	26	8	YES
4K	0x7dcbdaa03	26	8	YES
4K	0x7dcbdaa04	26	8	YES
4K	0x7dcbdaa05	26	8	YES
4K	0x7dcbdaa06	26	8	YES
4K	0x7dcbdaa07	26	8	YES
4K	0x7dcbdaa08	26	8	YES
4K	0x7dcbdaa09	26	8	YES
4K	0x7dcbdaa0a	26	8	YES
4K	0x7dcbdaa0b	26	8	YES
4K	0x7dcbdaa0c	26	8	YES
4K	0x7dcbdaa0d	26	8	YES
4K	0x7dcbdaa0e	26	8	YES
4K	0x7dcbdaa0f	26	8	YES
4K	0x7dcbdaa10	26	8	YES
4K	0x7dcbdaa11	26	8	YES
4K	0x7dcbdaa12	26	8	YES
4K	0x7dcbdaa13	26	8	YES
4K	0x7dcbdaa14	26	8	YES
4K	0x7dcbdaa15	26	8	YES
4K	0x7dcbdaa16	26	8	YES
4K	0x7dcbdaa17	26	8	YES
4K	0x7dcbdaa18	26	8	YES
4K	0x7dcbdaa19	26	8	YES
4K	0x7dcbdaa1a	26	8	YES
4K	0x7dcbdaa1b	26	8	YES
4K	0x7dcbdaa1c	26	8	YES
4K	0x7dcbdaa1d	26	8	YES
4K	0x7dcbdaa1e	26	8	YES
4K	0x7dcbdaa1f	26	8	YES
4K	0x7dcbdaa20	26	8	YES
4K	0x7dcbdaa21	26	8	YES
4K	0x7dcbdaa22	26	8	YES
4K	0x7dcbdaa23	26	8	YES
4K	0x7dcbdaa24	26	8	YES
4K	0x7dcbdaa25	26	8	YES
4K	0x7dcbdaa26	26	8	YES
4K	0x7dcbdaa27	26	8	YES
4K	0x7dcbdaa28	26	8	YES
4K	0x7dcbdaa29	26	8	YES
4K	0x7dcbdaa2a	26	8	YES
4K	0x7dcbdaa2b	26	8	YES
4K	0x7dcbdaa2c	26	8	YES
4K	0x7dcbdaa2d	26	8	YES
4K	0x7dcbdaa2e	26	8	YES
4K	0x7dcbdaa2f	26	8	YES
4K	0x7dcbdaa30	26	8	YES
4K	0x7dcbdaa31	26	8	YES
4K	0x7dcbdaa32	26	8	YES
4K	0x7dcbdaa33	26	8	YES
4K	0x7dcbdaa34	26	8	YES
4K	0x7dcbdaa35	26	8	YES
4K	0x7dcbdaa36	26	8	YES
4K	0x7dcbdaa37	26	8	YES
4K	0x7dcbdaa38	26	8	YES
4K	0x7dcbdaa39	26	8	YES
4K	0x7dcbdaa3a	26	8	YES
4K	0x7dcbdaa3b	26	8	YES
4K	0x7dcbdaa3c	26	8	YES
4K	0x7dcbdaa3d	26	8	YES
4K	0x7dcbdaa3e	26	8	YES
4K	0x7dcbdaa3f	26	8	YES
4K	0x7dcbdaa40	26	8	YES
4K	0x7dcbdaa41	26	8	YES
4K	0x7dcbdaa42	26	8	YES
4K	0x7dcbdaa43	26	8	YES
4K	0x7dcbdaa44	26	8	YES
4K	0x7dcbdaa45	26	8	YES
4K	0x7dcbdaa46	26	8	YES
4K	0x7dcbdaa47	26	8	YES
4K	0x7dcbdaa48	26	8	YES
4K	0x7dcbdaa49	26	8	YES
4K	0x7dcbdaa4a	26	8	YES
4K	0x7dcbdaa4b	26	8	YES
4K	0x7dcbdaa4c	26	8	YES
4K	0x7dcbdaa4d	26	8	YES
4K	0x7dcbdaa4e	26	8	YES
4K	0x7dcbdaa4f	26	8	YES
4K	0x7dcbdaa50	26	8	YES
4K	0x7dcbdaa51	26	8	YES
4K	0x7dcbdaa52	26	8	YES
4K	0x7dcbdaa53	26	8	YES
4K	0x7dcbdaa54	26	8	YES
4K	0x7dcbdaa55	26	8	YES
4K	0x7dcbdaa56	26	8	YES
4K	0x7dcbdaa57	26	8	YES
4K	0x7dcbdaa58	26	8	YES
4K	0x7dcbdaa59	26	8	YES
4K	0x7dcbdaa5a	26	8	YES
4K	0x7dcbdaa5b	26	8	YES
4K	0x7dcbdaa5c	26	8	YES
4K	0x7dcbdaa5d	26	8	YES
4K	0x7dcbdaa5e	26	8	YES
4K	0x7dcbdaa5f	26	8	YES
4K	0x7dcbdaa60	26	8	YES
4K	0x7dcbdaa61	26	8	YES
4K	0x7dcbdaa62	26	8	YES
4K	0x7dcbdaa63	26	8	YES
4K	0x7dcbdaa64	26	8	YES
4K	0x7dcbdaa65	26	8	YES
4K	0x7dcbdaa66	26	8	YES
4K	0x7dcbdaa67	26	8	YES
4K	0x7dcbdaa68	26	8	YES
4K	0x7dcbdaa69	26	8	YES
4K	0x7dcbdaa6a	26	8	YES
4K	0x7dcbdaa6b	26	8	YES
4K	0x7dcbdaa6c	26	8	YES
4K	0x7dcbdaa6d	26	8	YES
4K	0x7dcbdaa6e	26	8	YES
4K	0x7dcbdaa6f	26	8	YES
4K	0x7dcbdaa70	26	8	YES
4K	0x7dcbdaa71	26	8	YES
4K	0x7dcbdaa72	26	8	YES
4K	0x7dcbdaa73	26	8	YES
4K	0x7dcbdaa74	26	8	YES
4K	0x7dcbdaa75	26	8	YES
4K	0x7dcbdaa76	26	8	YES
4K	0x7dcbdaa77	26	8	YES
4K	0x7dcbdaa78	26	8	YES
4K	0x7dcbdaa79	26	8	YES
4K	0x7dcbdaa7a	26	8	YES
4K	0x7dcbdaa7b	26	8	YES
4K	0x7dcbdaa7c	26	8	YES
4K	0x7dcbdaa7d	26	8	YES
4K	0x7dcbdaa7e	26	8	YES
4K	0x7dcbdaa7f	26	8	YES
4K	0x7dcc18ba0	33	1	YES
4K	0x7dcc18ba1	33	1	YES
4K	0x7dcc18ba2	33	1	YES
4K	0x7dcc18ba3	33	1	YES
4K	0x7dcc18ba4	33	1	YES
4K	0x7dcc18ba5	33	1	YES
4K	0x7dcc18ba6	33	1	YES
4K	0x7dcc18ba7	33	1	YES
4K	0x7dcc18ba8	33	1	YES
4K	0x7dcc18ba9	33	1	YES
4K	0x7dcc18baa	33	1	YES
4K	0x7dcc18bab	33	1	YES
4K	0x7dcc18bac	33	1	YES
4K	0x7dcc18bad	33	1	YES
4K	0x7dcc18bae	33	1	YES
4K	0x7dcc18baf	33	1	YES
4K	0x7dcc18bb0	33	1	YES
4K	0x7dcc18bb1	33	1	YES
4K	0x7dcc18bb2	33	1	YES
4K	0x7dcc18bb3	33	1	YES
4K	0x7dcc18bb4	33	1	YES
4K	0x7dcc18bb5	33	1	YES
4K	0x7dcc18bb6	33	1	YES
4K	0x7dcc18bb7	33	1	YES
4K	0x7dcc18bb8	33	1	YES
4K	0x7dcc18bb9	33	1	YES
4K	0x7dcc18bba	33	1	YES
4K	0x7dcc18bbb	33	1	YES
4K	0x7dcc18bbc	33	1	YES
4K	0x7dcc18bbd	33	1	YES
4K	0x7dcc18bbe	33	1	YES
4K	0x7dcc18bbf	33	1	YES
4K	0x7dcc18bc0	33	1	YES
4K	0x7dcc18bc1	33	1	YES
4K	0x7dcc18bc2	33	1	YES
4K	0x7dcc18bc3	33	1	YES
4K	0x7dcc18bc4	33	1	YES
4K	0x7dcc18bc5	33	1	YES
4K	0x7dcc18bc6	33	1	YES
4K	0x7dcc18bc7	33	1	YES
4K	0x7dcc18bc8	33	1	YES
4K	0x7dcc18bc9	33	1	YES
4K	0x7dcc18bca	33	1	YES
4K	0x7dcc18bcb	33	1	YES
4K	0x7dcc18bcc	33	1	YES
4K	0x7dcc18bcd	33	1	YES
4K	0x7dcc18bce	33	1	YES
4K	0x7dcc18bcf	33	1	YES
4K	0x7dcc18bd0	33	1	YES
4K	0x7dcc18bd1	33	1	YES
4K	0x7dcc18bd2	33	1	YES
4K	0x7dcc18bd3	33	1	YES
4K	0x7dcc18bd4	33	1	YES
4K	0x7dcc18bd5	33	1	YES
4K	0x7dcc18bd6	33	1	YES
4K	0x7dcc18bd7	33	1	YES
4K	0x7dcc18bd8	33	1	YES
4K	0x7dcc18bd9	33	1	YES
4K	0x7dcc18bda	33	1	YES
4K	0x7dcc18bdb	33	1	YES
4K	0x7dcc18bdc	33	1	YES
4K	0x7dcc18bdd	33	1	YES
4K	0x7dcc18bde	33	1	YES
4K	0x7dcc18bdf	33	1	YES
4K	0x7dcc18be0	33	1	YES
4K	0x7dcc18be1	33	1	YES
4K	0x7dcc18be2	33	1	YES
4K	0x7dcc18be3	33	1	YES
4K	0x7dcc18be4	33	1	YES
4K	0x7dcc18be5	33	1	YES
4K	0x7dcc18be6	33	1	YES
4K	0x7dcc18be7	33	1	YES
4K	0x7dcc18be8	33	1	YES
4K	0x7dcc18be9	33	1	YES
4K	0x7dcc18bea	33	1	YES
4K	0x7dcc18beb	33	1	YES
4K	0x7dcc18bec	33	1	YES
4K	0x7dcc18bed	33	1	YES
4K	0x7dcc18bee	33	1	YES
4K	0x7dcc18bef	33	1	YES
4K	0x7dcc18bf0	33	1	YES
4K	0x7dcc18bf1	33	1	YES
4K	0x7dcc18bf2	33	1	YES
4K	0x7dcc18bf3	33	1	YES
4K	0x7dcc18bf4	33	1	YES
4K	0x7dcc18bf5	33	1	YES
4K	0x7dcc18bf6	33	1	YES
4K	0x7dcc18bf7	33	1	YES
4K	0x7dcc18bf8	33	1	YES
4K	0x7dcc18bf9	33	1	YES
4K	0x7dcc18bfa	33	1	YES
4K	0x7dcc18bfb	33	1	YES
4K	0x7dcc18bfc	33	1	YES
