priority_rank	priority_band	evidence_label	stage	workload	config_id	roi	job_id	information_gain	resource_cost	evidence_gap	prerequisite	rationale
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_439	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_440	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_441	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_442	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_443	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_444	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_445	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_446	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_447	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_448	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_449	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_450	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_451	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_452	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_453	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_454	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_455	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_456	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_457	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_458	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_459	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_460	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_461	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_462	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_463	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_464	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_465	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_466	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_467	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_468	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_469	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_470	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_471	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_472	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_473	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_474	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_475	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_476	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_477	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_478	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_479	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_480	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_481	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_482	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_483	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_484	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_485	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_486	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_487	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_488	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_489	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_490	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_491	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_492	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_493	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_494	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_495	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_496	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_497	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_498	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_499	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_500	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_501	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_502	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_503	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_504	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_505	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_506	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_507	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_508	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_509	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_510	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_511	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_512	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_513	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_514	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_515	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_516	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_517	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_518	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_519	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_520	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_521	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_522	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_523	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_524	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_525	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_526	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
35	P2_B1_PARTIALS	SPECULATIVE_DIAGNOSTIC	B1	llama	offline_trace_mining	prefill	B1_prefill_KERNEL_527	HIGH	UNKNOWN_UNTIL_CALIBRATED	missing atomic trace partial	对应 ROI worker peak calibration 已通过；one worker	保持 immutable trace mining 的 per-kernel 恢复顺序。
