roi	profile	scope	metric	value	provenance
prefill	ideal	WRITE_ACCESSES	2	125304    125304    125204    125204    127376    127376    126980    126980    125712    125712    125496    125496    126144    126140    125756    125756	existing_gpgpu_sim_stat
prefill	ideal	WRITE_ACCESSES	3	125304    125304    125204    125204    127376    127376    126980    126980    125712    125712    125540    125544    126164    126152    125764    125764	existing_gpgpu_sim_stat
prefill	ideal	WRITE_ACCESSES	4	125284    125284    125188    125188    127164    127164    126968    126968    125712    125712    125524    125524    126184    126212    125820    125840	existing_gpgpu_sim_stat
prefill	ideal	WRITE_ACCESSES	5	125284    125284    125188    125188    127164    127164    126968    126968    125712    125712    125516    125516    126216    126228    125816    125812	existing_gpgpu_sim_stat
prefill	ideal	WRITE_ACCESSES	6	125300    125300    125188    125188    127232    127232    126968    126968    125732    125732    125544    125548    126152    126136    125852    125860	existing_gpgpu_sim_stat
prefill	ideal	WRITE_ACCESSES	7	125300    125300    125188    125188    127232    127232    126968    126968    125732    125732    125544    125540    126148    126144    125852    125880	existing_gpgpu_sim_stat
prefill	ideal	WRITE_ACCESSES	8	125376    125376    125196    125196    127344    127344    126968    126968    125772    125772    125488    125484    126120    126116    125796    125788	existing_gpgpu_sim_stat
prefill	ideal	WRITE_ACCESSES	9	125376    125376    125196    125196    127344    127344    126964    126968    125772    125772    125480    125480    126164    126168    125784    125796	existing_gpgpu_sim_stat
prefill	generic	AVG_MF_LATENCY	0	1074      1076      1058      1060      1070      1070      1066      1066      1058      1061      1065      1068      1075      1077      1081      1081	existing_gpgpu_sim_stat
prefill	generic	AVG_MF_LATENCY	1	1074      1077      1060      1061      1071      1072      1067      1068      1059      1061      1067      1070      1076      1080      1081      1084	existing_gpgpu_sim_stat
prefill	generic	AVG_MF_LATENCY	10	1075      1076      1060      1062      1076      1075      1066      1067      1058      1061      1066      1068      1077      1079      1082      1084	existing_gpgpu_sim_stat
prefill	generic	AVG_MF_LATENCY	11	1073      1076      1061      1062      1073      1076      1067      1068      1059      1061      1067      1070      1077      1080      1082      1084	existing_gpgpu_sim_stat
prefill	generic	AVG_MF_LATENCY	12	1073      1076      1061      1061      1069      1071      1067      1068      1058      1060      1067      1069      1076      1079      1081      1083	existing_gpgpu_sim_stat
prefill	generic	AVG_MF_LATENCY	13	1073      1076      1059      1061      1069      1070      1065      1066      1059      1061      1065      1067      1075      1077      1079      1082	existing_gpgpu_sim_stat
prefill	generic	AVG_MF_LATENCY	14	1072      1074      1060      1060      1070      1071      1066      1067      1057      1059      1065      1068      1076      1078      1080      1083	existing_gpgpu_sim_stat
prefill	generic	AVG_MF_LATENCY	15	1072      1073      1057      1059      1070      1070      1063      1065      1057      1058      1064      1065      1074      1076      1078      1081	existing_gpgpu_sim_stat
prefill	generic	AVG_MF_LATENCY	2	1077      1079      1060      1062      1073      1073      1069      1068      1060      1062      1067      1069      1078      1080      1084      1086	existing_gpgpu_sim_stat
prefill	generic	AVG_MF_LATENCY	3	1072      1075      1059      1059      1068      1071      1066      1067      1058      1059      1065      1068      1074      1078      1081      1083	existing_gpgpu_sim_stat
prefill	generic	AVG_MF_LATENCY	4	1074      1076      1059      1060      1073      1074      1066      1067      1058      1059      1066      1067      1075      1078      1081      1085	existing_gpgpu_sim_stat
prefill	generic	AVG_MF_LATENCY	5	1075      1077      1059      1061      1074      1074      1066      1068      1059      1061      1066      1068      1076      1078      1081      1084	existing_gpgpu_sim_stat
prefill	generic	AVG_MF_LATENCY	6	1073      1075      1060      1060      1071      1074      1066      1068      1058      1060      1066      1067      1074      1078      1082      1084	existing_gpgpu_sim_stat
prefill	generic	AVG_MF_LATENCY	7	1075      1077      1059      1060      1073      1075      1067      1068      1060      1061      1066      1068      1075      1078      1081      1085	existing_gpgpu_sim_stat
prefill	generic	AVG_MF_LATENCY	8	1075      1076      1060      1061      1075      1075      1066      1067      1059      1061      1066      1067      1076      1079      1081      1083	existing_gpgpu_sim_stat
prefill	generic	AVG_MF_LATENCY	9	1072      1075      1061      1061      1073      1075      1066      1066      1058      1060      1065      1068      1075      1078      1080      1083	existing_gpgpu_sim_stat
prefill	generic	GLOBAL	average row locality	99938668/17076253 = 5.852495	existing_gpgpu_sim_stat
prefill	generic	GLOBAL	averagemflatency	375	existing_gpgpu_sim_stat
prefill	generic	GLOBAL	avg_icnt2mem_latency	49	existing_gpgpu_sim_stat
prefill	generic	GLOBAL	avg_icnt2sh_latency	7	existing_gpgpu_sim_stat
prefill	generic	GLOBAL	avg_mrq_latency	36	existing_gpgpu_sim_stat
prefill	generic	GLOBAL	max_icnt2mem_latency	5339	existing_gpgpu_sim_stat
prefill	generic	GLOBAL	max_icnt2sh_latency	686	existing_gpgpu_sim_stat
prefill	generic	GLOBAL	maxmflatency	5736	existing_gpgpu_sim_stat
prefill	generic	GLOBAL	maxmrqlatency	1831	existing_gpgpu_sim_stat
prefill	generic	GLOBAL	total dram reads	91874040	existing_gpgpu_sim_stat
prefill	generic	GLOBAL	total dram writes	32258512	existing_gpgpu_sim_stat
prefill	generic	MAX_CONCURRENT_SAME_ROW	0	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	generic	MAX_CONCURRENT_SAME_ROW	1	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	generic	MAX_CONCURRENT_SAME_ROW	10	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	generic	MAX_CONCURRENT_SAME_ROW	11	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	generic	MAX_CONCURRENT_SAME_ROW	12	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	generic	MAX_CONCURRENT_SAME_ROW	13	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	generic	MAX_CONCURRENT_SAME_ROW	14	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	generic	MAX_CONCURRENT_SAME_ROW	15	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	generic	MAX_CONCURRENT_SAME_ROW	2	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	generic	MAX_CONCURRENT_SAME_ROW	3	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	generic	MAX_CONCURRENT_SAME_ROW	4	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	generic	MAX_CONCURRENT_SAME_ROW	5	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	generic	MAX_CONCURRENT_SAME_ROW	6	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	generic	MAX_CONCURRENT_SAME_ROW	7	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	generic	MAX_CONCURRENT_SAME_ROW	8	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	generic	MAX_CONCURRENT_SAME_ROW	9	80        80        80        80        80        80        80        80        80        80        80        80        80        80        80        80	existing_gpgpu_sim_stat
prefill	generic	MAX_MF_LATENCY	0	4979      5142      4747      4866      4651      4815      5098      4938      4966      5029      5172      5205      5194      5070      5050      5096	existing_gpgpu_sim_stat
prefill	generic	MAX_MF_LATENCY	1	5001      5019      4954      5136      5085      5100      4999      5020      5624      5023      5481      5198      5090      5029      5126      5125	existing_gpgpu_sim_stat
prefill	generic	MAX_MF_LATENCY	10	4977      5123      4887      4845      4585      4826      5205      5211      5275      5115      5315      5126      5231      5154      5098      4894	existing_gpgpu_sim_stat
prefill	generic	MAX_MF_LATENCY	11	4797      4910      4726      4711      4810      4607      5247      5215      5152      5114      5223      5002      5204      5287      5211      5226	existing_gpgpu_sim_stat
prefill	generic	MAX_MF_LATENCY	12	5239      4884      4808      4732      4766      4740      5514      5112      5147      5248      5254      5263      5063      5080      5299      5299	existing_gpgpu_sim_stat
prefill	generic	MAX_MF_LATENCY	13	4985      4965      4775      4644      5008      4599      5305      5330      4995      4998      5197      5071      5166      5167      5335      4947	existing_gpgpu_sim_stat
prefill	generic	MAX_MF_LATENCY	14	4896      4930      4920      4639      4820      4827      5167      5264      5169      4874      5158      5260      5108      5222      5276      5290	existing_gpgpu_sim_stat
prefill	generic	MAX_MF_LATENCY	15	4870      5019      4624      4705      4865      4861      5493      5072      4970      5082      5138      5180      5173      4978      4891      5464	existing_gpgpu_sim_stat
prefill	generic	MAX_MF_LATENCY	2	5586      5338      5416      4673      5334      5412      5182      5165      5274      5233      5462      5492      5736      5053      5536      5260	existing_gpgpu_sim_stat
prefill	generic	MAX_MF_LATENCY	3	5212      5140      4863      5016      5356      5157      4859      4878      5682      5303      5472      5436      5123      5263      5137      5111	existing_gpgpu_sim_stat
prefill	generic	MAX_MF_LATENCY	4	4899      4896      4857      4772      4986      5007      5230      4947      5042      5437      5280      5469      5104      5109      5041      5079	existing_gpgpu_sim_stat
prefill	generic	MAX_MF_LATENCY	5	4909      4970      5137      4780      4761      4775      4979      5005      5325      5329      5263      5237      5176      5239      5015      5048	existing_gpgpu_sim_stat
prefill	generic	MAX_MF_LATENCY	6	5002      4978      4787      4804      5136      5158      5005      5142      5310      4994      5339      5455      5150      5134      4962      4999	existing_gpgpu_sim_stat
prefill	generic	MAX_MF_LATENCY	7	4965      4884      4936      4911      5278      5254      4795      5532      5404      5066      5152      5305      5002      5066      5034      4974	existing_gpgpu_sim_stat
prefill	generic	MAX_MF_LATENCY	8	4934      5009      5007      4910      4767      4974      4736      4828      5151      5101      4901      4970      4904      4891      5113      5027	existing_gpgpu_sim_stat
prefill	generic	MAX_MF_LATENCY	9	5033      4989      4934      4690      4802      4822      4621      4738      5197      5086      5530      5137      5146      4964      5022      5370	existing_gpgpu_sim_stat
prefill	generic	MAX_SERVICE_SAME_ROW	0	51862     50466     56108     50245     60931     59074     56498     43556     58277     53718     56170     48242     61660     60175     60785     59787	existing_gpgpu_sim_stat
prefill	generic	MAX_SERVICE_SAME_ROW	1	52010     49858     56634     49586     57380     51741     54477     45787     59236     55464     57200     48762     62266     59746     57217     56351	existing_gpgpu_sim_stat
prefill	generic	MAX_SERVICE_SAME_ROW	10	57506     52200     58805     50474     58508     56228     57070     48948     59085     52449     51136     42677     62801     60111     61032     59590	existing_gpgpu_sim_stat
prefill	generic	MAX_SERVICE_SAME_ROW	11	57714     49263     57626     49987     59244     51515     57352     43123     59304     51775     58140     42249     62041     59773     57092     56043	existing_gpgpu_sim_stat
prefill	generic	MAX_SERVICE_SAME_ROW	12	53361     46090     57581     51468     59244     57521     58952     51622     59330     50919     58094     50352     62089     59828     57757     56653	existing_gpgpu_sim_stat
prefill	generic	MAX_SERVICE_SAME_ROW	13	54509     46035     60383     50197     58522     56896     58689     51990     59129     52375     58563     49348     62179     60276     61054     59601	existing_gpgpu_sim_stat
prefill	generic	MAX_SERVICE_SAME_ROW	14	58128     51562     57582     50961     59244     57521     60143     44040     59366     57934     58096     52090     62107     59795     57477     56213	existing_gpgpu_sim_stat
prefill	generic	MAX_SERVICE_SAME_ROW	15	57518     50848     58511     49435     58504     56820     59153     52161     59129     52836     58923     50536     62046     60485     61043     59216	existing_gpgpu_sim_stat
prefill	generic	MAX_SERVICE_SAME_ROW	2	51207     43508     57987     50918     60600     55641     55411     47540     58277     51213     56549     47619     61651     60134     61361     59292	existing_gpgpu_sim_stat
prefill	generic	MAX_SERVICE_SAME_ROW	3	55481     45532     57722     50442     60179     49719     51721     43030     59236     53611     57207     48719     62233     59923     57883     56431	existing_gpgpu_sim_stat
prefill	generic	MAX_SERVICE_SAME_ROW	4	58521     51233     57680     54169     60641     58017     58432     55302     59280     50453     58405     51406     62167     59956     57751     56321	existing_gpgpu_sim_stat
prefill	generic	MAX_SERVICE_SAME_ROW	5	58120     51562     57943     54270     60611     55309     59194     53917     58321     51612     58266     53201     61638     59947     61383     59292	existing_gpgpu_sim_stat
prefill	generic	MAX_SERVICE_SAME_ROW	6	59286     51953     57680     52929     57214     52120     51901     51386     59280     53652     58068     51367     62156     59888     57410     56339	existing_gpgpu_sim_stat
prefill	generic	MAX_SERVICE_SAME_ROW	7	58098     51424     57943     53262     60614     55023     59194     53969     58321     51645     59063     50762     61716     60142     61460     59963	existing_gpgpu_sim_stat
prefill	generic	MAX_SERVICE_SAME_ROW	8	57506     52997     56386     47918     58530     56940     59109     54631     59085     55701     56930     48395     62801     60254     61065     59227	existing_gpgpu_sim_stat
prefill	generic	MAX_SERVICE_SAME_ROW	9	58100     51906     54232     48002     59244     51882     60099     54076     59317     55192     57387     51773     61893     61816     57499     56312	existing_gpgpu_sim_stat
prefill	generic	READ_ACCESSES	0	358586    358748    357840    358024    359398    359490    358948    359116    359016    359132    358416    358624    359360    359632    358902    359106	existing_gpgpu_sim_stat
prefill	generic	READ_ACCESSES	1	358562    358760    357668    357860    359312    359393    359104    359244    358928    359088    358176    358232    359500    359744    358829    359075	existing_gpgpu_sim_stat
prefill	generic	READ_ACCESSES	10	358692    358920    357968    358140    359156    359261    358720    358960    359113    359156    358484    358604    359172    359412    358934    359179	existing_gpgpu_sim_stat
prefill	generic	READ_ACCESSES	11	358856    359092    357928    358136    359013    359190    358888    359044    359116    359372    358420    358408    359324    359416    358806    359171	existing_gpgpu_sim_stat
prefill	generic	READ_ACCESSES	12	358844    359036    358208    358304    359118    359251    359042    359132    359040    359232    358416    358424    359400    359576    358962    359310	existing_gpgpu_sim_stat
prefill	generic	READ_ACCESSES	13	358700    358936    357996    358136    359329    359370    358837    359031    359032    359160    358292    358400    359380    359564    358980    359137	existing_gpgpu_sim_stat
prefill	generic	READ_ACCESSES	14	358800    359040    358205    358260    359106    359298    359008    359112    359136    359252    358444    358488    359320    359464    358875    359135	existing_gpgpu_sim_stat
prefill	generic	READ_ACCESSES	15	358680    358904    358004    358076    359248    359312    358776    359000    359084    359128    358324    358400    359300    359492    358958    359164	existing_gpgpu_sim_stat
prefill	generic	READ_ACCESSES	2	358541    358720    357796    357972    359259    359364    358988    359224    359052    359152    358384    358572    359200    359524    358684    359067	existing_gpgpu_sim_stat
prefill	generic	READ_ACCESSES	3	358632    358820    357740    357960    359003    359224    359104    359268    358980    359140    358344    358388    359480    359820    358809    359178	existing_gpgpu_sim_stat
prefill	generic	READ_ACCESSES	4	358584    358809    357936    358072    359158    359345    359101    359248    358824    358998    358380    358476    359460    359704    358915    359137	existing_gpgpu_sim_stat
prefill	generic	READ_ACCESSES	5	358540    358772    357728    357920    359435    359480    358880    359088    358964    359056    358280    358448    359432    359684    358909    359145	existing_gpgpu_sim_stat
prefill	generic	READ_ACCESSES	6	358656    358852    357760    357876    359187    359332    358988    359088    359100    359216    358308    358440    359432    359668    358668    358987	existing_gpgpu_sim_stat
prefill	generic	READ_ACCESSES	7	358528    358696    357700    357885    359279    359435    358828    358988    359112    359200    358272    358460    359452    359712    358636    358876	existing_gpgpu_sim_stat
prefill	generic	READ_ACCESSES	8	358704    358920    358064    358201    359291    359332    358814    359060    359132    359176    358432    358516    359240    359424    359057    359277	existing_gpgpu_sim_stat
prefill	generic	READ_ACCESSES	9	358780    359004    357997    358141    359146    359284    358952    359100    359108    359240    358404    358384    359608    359720    358974    359412	existing_gpgpu_sim_stat
prefill	generic	ROW_ACCESSES_PER_ACTIVATE	0	5.881499  5.906752  5.861972  5.877670  5.779659  5.786660  5.807518  5.825342  5.885999  5.898330  5.913825  5.926151  5.848341  5.848136  5.860632  5.871982	existing_gpgpu_sim_stat
prefill	generic	ROW_ACCESSES_PER_ACTIVATE	1	5.899201  5.898806  5.857351  5.877945  5.767158  5.764103  5.799149  5.818838  5.868571  5.879993  5.909077  5.918456  5.838674  5.822090  5.867611  5.875165	existing_gpgpu_sim_stat
prefill	generic	ROW_ACCESSES_PER_ACTIVATE	10	5.870588  5.884737  5.857910  5.886543  5.751824  5.756417  5.794465  5.815546  5.876659  5.878456  5.921504  5.925127  5.834774  5.820265  5.864824  5.886988	existing_gpgpu_sim_stat
prefill	generic	ROW_ACCESSES_PER_ACTIVATE	11	5.879428  5.890351  5.853520  5.857530  5.748960  5.746660  5.785710  5.791194  5.877146  5.883655  5.920412  5.927793  5.805082  5.808590  5.858355  5.886160	existing_gpgpu_sim_stat
prefill	generic	ROW_ACCESSES_PER_ACTIVATE	12	5.876181  5.878187  5.882682  5.892230  5.761716  5.770735  5.795886  5.807471  5.880840  5.886480  5.917999  5.914528  5.836979  5.836266  5.843924  5.880246	existing_gpgpu_sim_stat
prefill	generic	ROW_ACCESSES_PER_ACTIVATE	13	5.871624  5.889186  5.885702  5.890758  5.757528  5.756691  5.805676  5.796153  5.869140  5.883267  5.915188  5.917187  5.829558  5.834579  5.881255  5.881360	existing_gpgpu_sim_stat
prefill	generic	ROW_ACCESSES_PER_ACTIVATE	14	5.882754  5.879561  5.884724  5.891786  5.748692  5.755492  5.796398  5.808539  5.870131  5.886028  5.923580  5.925148  5.830238  5.826416  5.856181  5.874006	existing_gpgpu_sim_stat
prefill	generic	ROW_ACCESSES_PER_ACTIVATE	15	5.880722  5.891472  5.886579  5.892568  5.731648  5.753328  5.797084  5.802218  5.879600  5.891438  5.913189  5.926123  5.831476  5.829062  5.863805  5.884087	existing_gpgpu_sim_stat
prefill	generic	ROW_ACCESSES_PER_ACTIVATE	2	5.883290  5.903184  5.868040  5.894608  5.749511  5.765463  5.805265  5.806615  5.890453  5.883884  5.911590  5.922960  5.822919  5.819769  5.873978  5.882447	existing_gpgpu_sim_stat
prefill	generic	ROW_ACCESSES_PER_ACTIVATE	3	5.900066  5.902464  5.863039  5.879647  5.753530  5.739883  5.795967  5.812880  5.874037  5.880072  5.909611  5.924832  5.813419  5.823205  5.856257  5.879248	existing_gpgpu_sim_stat
prefill	generic	ROW_ACCESSES_PER_ACTIVATE	4	5.879988  5.902072  5.882199  5.891377  5.747868  5.763752  5.810439  5.835179  5.858260  5.881798  5.925252  5.915455  5.834684  5.833000  5.848052  5.867375	existing_gpgpu_sim_stat
prefill	generic	ROW_ACCESSES_PER_ACTIVATE	5	5.889183  5.907143  5.868325  5.888632  5.733648  5.752264  5.804565  5.815866  5.852016  5.880103  5.917749  5.927427  5.835283  5.833385  5.875113  5.878076	existing_gpgpu_sim_stat
prefill	generic	ROW_ACCESSES_PER_ACTIVATE	6	5.875539  5.904825  5.869030  5.890596  5.756231  5.755062  5.790797  5.818147  5.885744  5.883591  5.917770  5.917513  5.823005  5.822791  5.868472  5.880863	existing_gpgpu_sim_stat
prefill	generic	ROW_ACCESSES_PER_ACTIVATE	7	5.881230  5.884741  5.863083  5.874017  5.759281  5.746684  5.786796  5.805510  5.881847  5.871765  5.905535  5.913941  5.814082  5.812732  5.859911  5.866160	existing_gpgpu_sim_stat
prefill	generic	ROW_ACCESSES_PER_ACTIVATE	8	5.877403  5.883407  5.867125  5.883640  5.772126  5.767454  5.806818  5.825286  5.875030  5.877549  5.913050  5.925830  5.838061  5.847449  5.889142  5.889011	existing_gpgpu_sim_stat
prefill	generic	ROW_ACCESSES_PER_ACTIVATE	9	5.887864  5.891868  5.871778  5.883534  5.737303  5.754189  5.797234  5.809430  5.865229  5.867388  5.908382  5.914535  5.818009  5.842659  5.865820  5.884305	existing_gpgpu_sim_stat
prefill	generic	WRITE_ACCESSES	0	125312    125312    125228    125228    127424    127424    126988    126988    125680    125680    125504    125504    126196    126176    125852    125852	existing_gpgpu_sim_stat
prefill	generic	WRITE_ACCESSES	1	125312    125312    125228    125228    127428    127428    126988    126988    125680    125680    125496    125496    126204    126188    125844    125836	existing_gpgpu_sim_stat
prefill	generic	WRITE_ACCESSES	10	125376    125376    125184    125184    127320    127320    126960    126960    125752    125752    125504    125504    126168    126164    125832    125832	existing_gpgpu_sim_stat
prefill	generic	WRITE_ACCESSES	11	125376    125376    125184    125184    127320    127320    126960    126960    125752    125752    125496    125496    126152    126148    125840    125856	existing_gpgpu_sim_stat
prefill	generic	WRITE_ACCESSES	12	125220    125220    125208    125208    127396    127396    126936    126936    125744    125744    125492    125492    126220    126212    125812    125800	existing_gpgpu_sim_stat
prefill	generic	WRITE_ACCESSES	13	125220    125220    125208    125208    127396    127396    126936    126936    125744    125744    125484    125484    126224    126228    125812    125800	existing_gpgpu_sim_stat
prefill	generic	WRITE_ACCESSES	14	125424    125428    125196    125196    127404    127404    126932    126932    125756    125756    125476    125476    126180    126164    125828    125828	existing_gpgpu_sim_stat
prefill	generic	WRITE_ACCESSES	15	125412    125412    125196    125196    127404    127404    126932    126932    125756    125756    125468    125468    126172    126156    125840    125828	existing_gpgpu_sim_stat
prefill	generic	WRITE_ACCESSES	2	125308    125308    125208    125208    127360    127360    126988    126988    125728    125728    125492    125488    126188    126188    125792    125804	existing_gpgpu_sim_stat
prefill	generic	WRITE_ACCESSES	3	125308    125308    125208    125208    127360    127360    126988    126988    125728    125728    125532    125532    126192    126184    125808    125804	existing_gpgpu_sim_stat
prefill	generic	WRITE_ACCESSES	4	125272    125272    125180    125180    127156    127156    126976    126976    125696    125696    125556    125552    126252    126248    125840    125840	existing_gpgpu_sim_stat
prefill	generic	WRITE_ACCESSES	5	125272    125272    125180    125180    127156    127156    126976    126976    125696    125696    125544    125548    126268    126268    125828    125836	existing_gpgpu_sim_stat
prefill	generic	WRITE_ACCESSES	6	125308    125308    125192    125192    127220    127220    126984    126984    125700    125700    125556    125552    126168    126168    125872    125868	existing_gpgpu_sim_stat
prefill	generic	WRITE_ACCESSES	7	125308    125308    125192    125192    127220    127220    126984    126984    125700    125700    125548    125548    126180    126172    125880    125880	existing_gpgpu_sim_stat
prefill	generic	WRITE_ACCESSES	8	125376    125376    125184    125184    127336    127336    126964    126964    125760    125760    125496    125496    126216    126216    125808    125812	existing_gpgpu_sim_stat
prefill	generic	WRITE_ACCESSES	9	125376    125376    125184    125184    127336    127336    126964    126964    125760    125760    125488    125488    126240    126228    125820    125812	existing_gpgpu_sim_stat
prefill	paper	AVG_MF_LATENCY	0	2111      2115      2105      2119      2095      2087      2079      2062      2083      2069      2081      2068      2071      2090      2091      2105	existing_gpgpu_sim_stat
prefill	paper	AVG_MF_LATENCY	1	2083      2099      2118      2123      2106      2093      2065      2051      2070      2057      2084      2071      2073      2089      2078      2098	existing_gpgpu_sim_stat
prefill	paper	AVG_MF_LATENCY	10	1377      1379      1361      1366      1361      1351      1356      1343      1358      1344      1357      1344      1340      1353      1350      1356	existing_gpgpu_sim_stat
prefill	paper	AVG_MF_LATENCY	11	1362      1366      1379      1379      1369      1359      1352      1337      1352      1339      1362      1352      1348      1354      1344      1355	existing_gpgpu_sim_stat
prefill	paper	AVG_MF_LATENCY	2	2088      2083      2118      2111      2125      2132      2080      2101      2087      2112      2100      2116      2081      2065      2084      2070	existing_gpgpu_sim_stat
prefill	paper	AVG_MF_LATENCY	3	2108      2100      2105      2101      2108      2122      2097      2109      2105      2117      2089      2114      2076      2061      2093      2079	existing_gpgpu_sim_stat
prefill	paper	AVG_MF_LATENCY	4	1355      1346      1368      1358      1372      1376      1340      1353      1348      1363      1360      1365      1355      1345      1353      1341	existing_gpgpu_sim_stat
prefill	paper	AVG_MF_LATENCY	5	1366      1357      1357      1349      1354      1363      1354      1359      1362      1368      1345      1359      1352      1340      1357      1346	existing_gpgpu_sim_stat
prefill	paper	AVG_MF_LATENCY	6	1374      1376      1358      1361      1359      1348      1354      1340      1355      1343      1357      1344      1339      1351      1348      1354	existing_gpgpu_sim_stat
prefill	paper	AVG_MF_LATENCY	7	1358      1363      1375      1375      1372      1358      1348      1334      1351      1336      1360      1348      1346      1352      1341      1353	existing_gpgpu_sim_stat
prefill	paper	AVG_MF_LATENCY	8	1363      1355      1374      1364      1379      1377      1344      1358      1346      1360      1356      1361      1358      1348      1357      1343	existing_gpgpu_sim_stat
prefill	paper	AVG_MF_LATENCY	9	1374      1365      1363      1355      1361      1365      1359      1365      1361      1366      1346      1359      1354      1341      1360      1350	existing_gpgpu_sim_stat
prefill	paper	GLOBAL	average row locality	119666192/28915231 = 4.138517	existing_gpgpu_sim_stat
prefill	paper	GLOBAL	averagemflatency	707	existing_gpgpu_sim_stat
prefill	paper	GLOBAL	avg_icnt2mem_latency	341	existing_gpgpu_sim_stat
prefill	paper	GLOBAL	avg_icnt2sh_latency	7	existing_gpgpu_sim_stat
prefill	paper	GLOBAL	avg_mrq_latency	53	existing_gpgpu_sim_stat
prefill	paper	GLOBAL	max_icnt2mem_latency	11691	existing_gpgpu_sim_stat
prefill	paper	GLOBAL	max_icnt2sh_latency	788	existing_gpgpu_sim_stat
prefill	paper	GLOBAL	maxmflatency	13346	existing_gpgpu_sim_stat
prefill	paper	GLOBAL	maxmrqlatency	3385	existing_gpgpu_sim_stat
prefill	paper	GLOBAL	total dram reads	111532990	existing_gpgpu_sim_stat
prefill	paper	GLOBAL	total dram writes	32532808	existing_gpgpu_sim_stat
prefill	paper	MAX_CONCURRENT_SAME_ROW	0	96        97       106        99        96        96       120       120        98        97        98        96        96        96        96        99	existing_gpgpu_sim_stat
prefill	paper	MAX_CONCURRENT_SAME_ROW	1	96        96       107       109        96        96       120       120        96        97        96        96       100       104        97        98	existing_gpgpu_sim_stat
prefill	paper	MAX_CONCURRENT_SAME_ROW	10	49        48        49        50        50        48        52        50        48        48        51        50        48        48        52        55	existing_gpgpu_sim_stat
prefill	paper	MAX_CONCURRENT_SAME_ROW	11	48        52        49        48        50        49        54        55        48        48        52        52        48        49        55        55	existing_gpgpu_sim_stat
prefill	paper	MAX_CONCURRENT_SAME_ROW	2	96        96       102       102        96       100       120       120       100        99        96        96        96        96        98        96	existing_gpgpu_sim_stat
prefill	paper	MAX_CONCURRENT_SAME_ROW	3	100        96       109       103        96       102       120       115        96        99        96        96        96        96       100        96	existing_gpgpu_sim_stat
prefill	paper	MAX_CONCURRENT_SAME_ROW	4	48        48        57        54        50        50        55        56        48        48        53        52        48        48        49        49	existing_gpgpu_sim_stat
prefill	paper	MAX_CONCURRENT_SAME_ROW	5	48        48        56        55        50        48        56        56        48        48        48        48        48        48        49        49	existing_gpgpu_sim_stat
prefill	paper	MAX_CONCURRENT_SAME_ROW	6	55        55        59        56        49        48        54        54        48        48        48        48        51        49        48        48	existing_gpgpu_sim_stat
prefill	paper	MAX_CONCURRENT_SAME_ROW	7	52        53        59        59        49        50        52        53        48        48        48        48        48        48        50        50	existing_gpgpu_sim_stat
prefill	paper	MAX_CONCURRENT_SAME_ROW	8	48        48        49        49        48        48        50        50        48        48        48        48        48        48        54        53	existing_gpgpu_sim_stat
prefill	paper	MAX_CONCURRENT_SAME_ROW	9	51        50        50        49        49        48        50        50        48        48        48        48        48        49        51        51	existing_gpgpu_sim_stat
prefill	paper	MAX_MF_LATENCY	0	12556     13086     12226     12261     13050     13346     12645     12429     12929     13210     11870     12339     12271     12834     12303     12331	existing_gpgpu_sim_stat
prefill	paper	MAX_MF_LATENCY	1	12772     12817     12209     12281     13095     12737     12799     12588     12699     12525     11912     11926     12393     11901     12377     12036	existing_gpgpu_sim_stat
prefill	paper	MAX_MF_LATENCY	10	9677      9741      8894      8901      9509      9524      8624      8679     10521     10522      8295      8307      8920      8852      9292      9305	existing_gpgpu_sim_stat
prefill	paper	MAX_MF_LATENCY	11	9657      9687      8913      8929      9528      9541      8631      8643     10492     10508      8583      8281      8700      8721      9268      9302	existing_gpgpu_sim_stat
