row_kind	roi	comparison	rank	compute_index	operator_class	layer_id	metric	baseline_value	candidate_value	delta	note
OPERATOR	decode1	F8-L20_vs_F7-L20			ATTENTION_CORE		requester_translation_latency_cycles	3016499	3016499	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			ATTENTION_PROJECTION		gpu_sim_cycle	3852559	3852559	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			ATTENTION_PROJECTION		subentry_hits	UNATTRIBUTED	3712	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			ATTENTION_PROJECTION		subentry_misses	UNATTRIBUTED	184	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			ATTENTION_PROJECTION		l2_tlb_misses	249	249	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			ATTENTION_PROJECTION		translation_walk_starts	16	16	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			ATTENTION_PROJECTION		pte_dram_responses	9	9	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			ATTENTION_PROJECTION		requester_translation_latency_cycles	91834498	91834498	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			EMBEDDING_OUTPUT		gpu_sim_cycle	4376481	4376481	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			EMBEDDING_OUTPUT		subentry_hits	UNATTRIBUTED	1185	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			EMBEDDING_OUTPUT		subentry_misses	UNATTRIBUTED	281	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			EMBEDDING_OUTPUT		l2_tlb_misses	336	336	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			EMBEDDING_OUTPUT		translation_walk_starts	33	33	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			EMBEDDING_OUTPUT		pte_dram_responses	35	35	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			EMBEDDING_OUTPUT		requester_translation_latency_cycles	92335562	92335562	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			FFN_MLP		gpu_sim_cycle	22535896	22535896	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			FFN_MLP		subentry_hits	UNATTRIBUTED	55	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			FFN_MLP		subentry_misses	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			FFN_MLP		l2_tlb_misses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			FFN_MLP		translation_walk_starts	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			FFN_MLP		pte_dram_responses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			FFN_MLP		requester_translation_latency_cycles	641684312	641684312	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			NORM		gpu_sim_cycle	284166	284166	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			NORM		subentry_hits	UNATTRIBUTED	214	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			NORM		subentry_misses	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			NORM		l2_tlb_misses	32	32	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			NORM		translation_walk_starts	1	1	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			NORM		pte_dram_responses	2	2	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			NORM		requester_translation_latency_cycles	724244	724244	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			OTHER_COMPUTE		gpu_sim_cycle	4473258	4473258	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			OTHER_COMPUTE		subentry_hits	UNATTRIBUTED	13481	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			OTHER_COMPUTE		subentry_misses	UNATTRIBUTED	1591	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			OTHER_COMPUTE		l2_tlb_misses	1846	1846	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			OTHER_COMPUTE		translation_walk_starts	109	109	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			OTHER_COMPUTE		pte_dram_responses	52	52	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			OTHER_COMPUTE		requester_translation_latency_cycles	11269058	11269058	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			UNRESOLVED		gpu_sim_cycle	6098	6098	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			UNRESOLVED		subentry_hits	UNATTRIBUTED	1	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			UNRESOLVED		subentry_misses	UNATTRIBUTED	0	UNATTRIBUTED	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			UNRESOLVED		l2_tlb_misses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			UNRESOLVED		translation_walk_starts	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			UNRESOLVED		pte_dram_responses	0	0	0	exact marker checkpoints; activity is not critical-path proof
OPERATOR	decode1	F8-L20_vs_F7-L20			UNRESOLVED		requester_translation_latency_cycles	120	120	0	exact marker checkpoints; activity is not critical-path proof
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	1	739	EMBEDDING_OUTPUT	NA	subentry_hits	UNATTRIBUTED	1185	1185	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	2	399	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	430	430	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	3	489	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	429	429	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	4	129	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	428	428	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	5	84	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	427	427	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	6	354	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	427	427	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	7	624	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	427	427	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	8	534	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	422	422	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	9	669	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	422	422	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	10	444	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	420	420	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	11	309	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	416	416	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	12	219	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	414	414	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	13	174	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	413	413	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	14	579	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	413	413	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	15	264	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	412	412	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	16	714	ATTENTION_CORE	NA	subentry_hits	UNATTRIBUTED	412	412	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	17	173	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	300	300	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	18	488	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	300	300	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	19	263	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	299	299	candidate-ranked activity; do not infer critical-path benefit
TOP_CANDIDATE_HIT_KERNEL	decode1	F8-L20_vs_F7-L20	20	398	OTHER_COMPUTE	NA	subentry_hits	UNATTRIBUTED	299	299	candidate-ranked activity; do not infer critical-path benefit
