roi	comparison	ranking_mode	rank	compute_index	trace_filename	semantic_kernel_name	operator_class	layer_id	evidence_kind	baseline_cycle	candidate_cycle	cycle_delta	baseline_cycle_share	l1_tlb_miss_delta	l2_tlb_miss_delta	translation_walk_delta	pte_request_delta	pte_dram_response_delta	requester_translation_latency_delta	segment_hit_delta	segment_l2_suppressed_delta	subentry_hit_delta	subentry_miss_delta	l1d_cache_tx_delta	l2_cache_tx_delta	l1d_reservation_fail_delta	l2_reservation_fail_delta	kernel_cache_outcome_delta
decode1	F8-L10_vs_F0	ABSOLUTE	532	236	kernel-1710-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE5_clEvEUlfE_St5arrayIPcLm2EELi4E23TrivialOffsetCalculatorILi1EjESB_NS0_6memory12LoadWithCastILi1EEENSC_13StoreWithCastILi1EEEEEviT_T0_T2_T3_T4_T5_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	6744	6745	1	0.00019511277223135584	0	0	0	0	0	-1	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	533	240	kernel-1714-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_17rsqrt_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5620	5619	-1	0.00016259397685946319	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	534	251	kernel-1725-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastIZZZNS0_15neg_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE7_clEvEUlN3c108BFloat16EE_EEvS4_RKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	6772	6771	-1	0.00019592284898439232	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	535	270	kernel-1745-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIfEESt5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5569	5570	1	0.0001611184799164325	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	536	271	kernel-1746-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_17rsqrt_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5619	5620	1	0.00016256504554685474	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	537	285	kernel-1761-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_17rsqrt_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5620	5619	-1	0.00016259397685946319	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	538	292	kernel-1768-ctx_0x55d98da1ddf0.traceg.xz	_ZN8cublasLt19splitKreduce_kernelILi32ELi16Ei13__nv_bfloat16S1_fLb0ES1_S1_S1_Lb1ELb0ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT7_PT6_PT3_PKS3_SG_PKT8_S7_PSH_PvlPS3_PiSM_SG_SG_SG_SG_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	7250	7249	-1	0.0002097520164112292	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	539	297	kernel-1773-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native40_GLOBAL__N__0f1a8107_8_Shape_cu_49f7391c19CatArrayBatchedCopyINS1_10OpaqueTypeILj2EEEjLi4ELi64ELi64EEEvPT_NS1_25CatArrInputTensorMetadataIS5_T0_XT2_EXT3_EEENS1_16TensorSizeStrideIS8_Lj4EEEiS8_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	7608	7609	1	0.00022010942632505267	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	540	302	kernel-1778-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native40_GLOBAL__N__0f1a8107_8_Shape_cu_49f7391c19CatArrayBatchedCopyINS1_10OpaqueTypeILj2EEEjLi4ELi64ELi64EEEvPT_NS1_25CatArrInputTensorMetadataIS5_T0_XT2_EXT3_EEENS1_16TensorSizeStrideIS8_Lj4EEEiS8_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	7498	7497	-1	0.00021692698193812368	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	541	315	kernel-1792-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIfEESt5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5569	5570	1	0.0001611184799164325	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	542	316	kernel-1793-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_17rsqrt_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5620	5619	-1	0.00016259397685946319	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	543	329	kernel-1807-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIfEESt5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5569	5570	1	0.0001611184799164325	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	544	330	kernel-1808-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_17rsqrt_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5620	5619	-1	0.00016259397685946319	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	545	339	kernel-1817-ctx_0x55d98da1ddf0.traceg.xz	_ZN8cublasLt19splitKreduce_kernelILi32ELi16Ei13__nv_bfloat16S1_fLb0ES1_S1_S1_Lb1ELb0ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT7_PT6_PT3_PKS3_SG_PKT8_S7_PSH_PvlPS3_PiSM_SG_SG_SG_SG_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	7250	7249	-1	0.0002097520164112292	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	546	386	kernel-1866-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native18elementwise_kernelILi128ELi4EZNS0_22gpu_kernel_impl_nocastIZZZNS0_15neg_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE7_clEvEUlN3c108BFloat16EE_EEvS4_RKT_EUliE_EEviT1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	6772	6771	-1	0.00019592284898439232	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	547	401	kernel-1882-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_15CUDAFunctor_addIN3c108BFloat16EEESt5arrayIPcLm3EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	6334	6333	-1	0.00018325093406189322	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	548	405	kernel-1886-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIfEESt5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5569	5570	1	0.0001611184799164325	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	549	415	kernel-1897-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_15CUDAFunctor_addIN3c108BFloat16EEESt5arrayIPcLm3EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	6317	6316	-1	0.00018275910174754965	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	550	416	kernel-1898-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE5_clEvEUlfE_St5arrayIPcLm2EELi4E23TrivialOffsetCalculatorILi1EjESB_NS0_6memory12LoadWithCastILi1EEENSC_13StoreWithCastILi1EEEEEviT_T0_T2_T3_T4_T5_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	6687	6686	-1	0.00019346368741267445	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	m4c_telemetry_l2:DATA_KV_CACHE:HIT=-8;m4c_telemetry_l2:DATA_KV_CACHE:MISS=8;m4c_telemetry_l2:DATA_UNKNOWN:HIT=-24;m4c_telemetry_l2:DATA_UNKNOWN:MISS=24
decode1	F8-L10_vs_F0	ABSOLUTE	551	420	kernel-1902-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_17rsqrt_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5619	5620	1	0.00016256504554685474	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	552	425	kernel-1907-ctx_0x55d98da1ddf0.traceg.xz	_ZN8cublasLt19splitKreduce_kernelILi32ELi16Ei13__nv_bfloat16S1_fLb0ES1_S1_S1_Lb1ELb0ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT7_PT6_PT3_PKS3_SG_PKT8_S7_PSH_PvlPS3_PiSM_SG_SG_SG_SG_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	6535	6536	1	0.00018906612789619076	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	553	446	kernel-1929-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_15CUDAFunctor_addIN3c108BFloat16EEESt5arrayIPcLm3EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	6366	6367	1	0.00018417673606536348	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	554	451	kernel-1934-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_17rsqrt_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5620	5619	-1	0.00016259397685946319	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	555	456	kernel-1939-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_62_GLOBAL__N__7d4ed096_23_ActivationSiluKernel_cu_d41f628f_2595111silu_kernelERNS_18TensorIteratorBaseEENKUlvE_clEvENKUlvE4_clEvEUlN3c108BFloat16EE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	6510	6511	1	0.00018834284508097962	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	556	464	kernel-1948-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIfEESt5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5570	5569	-1	0.00016114741122904094	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	557	465	kernel-1949-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_17rsqrt_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5620	5619	-1	0.00016259397685946319	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	558	493	kernel-1978-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_51_GLOBAL__N__b1108092_12_PowKernel_cu_d41f628f_3222029pow_tensor_scalar_kernel_implIffEEvRNS_18TensorIteratorBaseET0_EUlfE_St5arrayIPcLm2EEEEviS6_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5925	5926	1	0.00017141802720503903	0	0	0	0	0	-31	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	559	495	kernel-1980-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIfEESt5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5570	5569	-1	0.00016114741122904094	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	560	496	kernel-1981-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_17rsqrt_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5619	5620	1	0.00016256504554685474	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	561	509	kernel-1995-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIfEESt5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5569	5570	1	0.0001611184799164325	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	562	522	kernel-2008-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native40_GLOBAL__N__0f1a8107_8_Shape_cu_49f7391c19CatArrayBatchedCopyINS1_10OpaqueTypeILj2EEEjLi4ELi64ELi64EEEvPT_NS1_25CatArrInputTensorMetadataIS5_T0_XT2_EXT3_EEENS1_16TensorSizeStrideIS8_Lj4EEEiS8_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	7608	7609	1	0.00022010942632505267	-2	0	0	0	0	-160	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	563	555	kernel-2043-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_17rsqrt_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5620	5619	-1	0.00016259397685946319	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	564	593	kernel-2082-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_13BinaryFunctorIN3c108BFloat16ES4_S4_NS0_15binary_internal10MulFunctorIfEEEESt5arrayIPcLm3EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	6149	6150	1	0.00017789864122933082	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	565	596	kernel-2086-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE5_clEvEUlfE_St5arrayIPcLm2EELi4E23TrivialOffsetCalculatorILi1EjESB_NS0_6memory12LoadWithCastILi1EEENSC_13StoreWithCastILi1EEEEEviT_T0_T2_T3_T4_T5_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	6745	6744	-1	0.0001951417035439643	0	0	0	0	0	-1	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	566	599	kernel-2089-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIfEESt5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5569	5570	1	0.0001611184799164325	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	567	605	kernel-2095-ctx_0x55d98da1ddf0.traceg.xz	_ZN8cublasLt19splitKreduce_kernelILi32ELi16Ei13__nv_bfloat16S1_fLb0ES1_S1_S1_Lb1ELb0ELb0EEEvNS_18cublasSplitKParamsIT4_EEPKT2_PKT7_PT6_PT3_PKS3_SG_PKT8_S7_PSH_PvlPS3_PiSM_SG_SG_SG_SG_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	6548	6547	-1	0.00018944223496010054	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	568	612	kernel-2102-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native40_GLOBAL__N__0f1a8107_8_Shape_cu_49f7391c19CatArrayBatchedCopyINS1_10OpaqueTypeILj2EEEjLi4ELi64ELi64EEEvPT_NS1_25CatArrInputTensorMetadataIS5_T0_XT2_EXT3_EEENS1_16TensorSizeStrideIS8_Lj4EEEiS8_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	7609	7608	-1	0.00022013835763766112	-2	0	0	0	0	-160	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	569	628	kernel-2119-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_51_GLOBAL__N__b1108092_12_PowKernel_cu_d41f628f_3222029pow_tensor_scalar_kernel_implIffEEvRNS_18TensorIteratorBaseET0_EUlfE_St5arrayIPcLm2EEEEviS6_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5940	5939	-1	0.00017185199689416573	0	0	0	0	0	19	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	570	630	kernel-2121-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIfEESt5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5570	5569	-1	0.00016114741122904094	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	571	638	kernel-2129-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_13BinaryFunctorIN3c108BFloat16ES4_S4_NS0_15binary_internal10MulFunctorIfEEEESt5arrayIPcLm3EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	6129	6128	-1	0.00017732001497716192	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	572	644	kernel-2136-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIfEESt5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5570	5569	-1	0.00016114741122904094	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	573	672	kernel-2165-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native27unrolled_elementwise_kernelIZZZNS0_23direct_copy_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE1_clEvENKUlvE5_clEvEUlfE_St5arrayIPcLm2EELi4E23TrivialOffsetCalculatorILi1EjESB_NS0_6memory12LoadWithCastILi1EEENSC_13StoreWithCastILi1EEEEEviT_T0_T2_T3_T4_T5_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	6763	6764	1	0.0001956624671709163	0	0	0	0	0	-6	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	574	675	kernel-2168-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_21CUDAFunctorOnSelf_addIfEESt5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5569	5570	1	0.0001611184799164325	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	575	676	kernel-2169-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_17rsqrt_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5619	5620	1	0.00016256504554685474	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	576	690	kernel-2184-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_17rsqrt_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5619	5620	1	0.00016256504554685474	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	577	716	kernel-2211-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4ENS0_15CUDAFunctor_addIN3c108BFloat16EEESt5arrayIPcLm3EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	6399	6400	1	0.00018513146938144216	0	0	0	0	0	-2	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	578	718	kernel-2213-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZNS0_51_GLOBAL__N__b1108092_12_PowKernel_cu_d41f628f_3222029pow_tensor_scalar_kernel_implIffEEvRNS_18TensorIteratorBaseET0_EUlfE_St5arrayIPcLm2EEEEviS6_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5869	5868	-1	0.0001697978736989661	0	0	0	0	0	39	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
decode1	F8-L10_vs_F0	ABSOLUTE	579	721	kernel-2216-ctx_0x55d98da1ddf0.traceg.xz	_ZN2at6native29vectorized_elementwise_kernelILi4EZZZNS0_17rsqrt_kernel_cudaERNS_18TensorIteratorBaseEENKUlvE0_clEvENKUlvE0_clEvEUlfE_St5arrayIPcLm2EEEEviT0_T1_	OTHER_COMPUTE	NA	DIRECT_SEMANTIC_NAME	5620	5619	-1	0.00016259397685946319	0	0	0	0	0	0	0	0	UNATTRIBUTED	UNATTRIBUTED	0	0	0	0	NONE
